outlet,phase,source,target,polarity,raw_verb,quote,doc_id
dawn,post,Pakistan,US,positive,stood ready and honoured to host,PM Shehbaz said Pakistan stood “ready and honoured” to host “meaningful and conclusive talks” between the US and Iran,1607_0
dawn,post,Iran,US,positive,expressed confidence,Iran and US had expressed confidence in Pakistan to facilitate talks,1607_0
dawn,post,US,Iran,positive,expressed confidence,Iran and US had expressed confidence in Pakistan to facilitate talks,1607_0
dawn,post,US,Iran,negative,obliterated,Trump claimed Iran’s navy had been “complet­ely obliterated”,1623_0
dawn,post,US,Iran,negative,threatens to shoot,threatens to shoot at ships ‘anywhere close to blockade’,1623_0
dawn,post,US,Iran,negative,eliminated,"If any of these ships come anywhere close to our BLOCKADE, they will be immediately ELIMINATED",1623_0
dawn,post,Israel,Iran,positive,supported,"Israel, whose prime minister said that he supported the naval blockade",1623_0
dawn,post,Iran,US,negative,warns,"Iran says blockade akin to piracy, warns no port in Gulf will be secure",1623_0
dawn,post,Iran,US,negative,warned,Iran said a military intervention in the Strait of Hormuz would escalate the instability,1623_0
dawn,post,Iran,US,negative,warned,Iran had “no hesitation in delivering a decisive and regrettable response to any aggressor”,1623_0
dawn,post,Iran,US,negative,shut,Iran has effectively shut the strait to all vessels except its own,1623_0
dawn,post,China,US,neutral,urged,Wang urged the global community to “unequivocally oppose any actions that undermine the ceasefire or escalate the confrontation”,1623_0
dawn,post,China,Pakistan,positive,pleased to see,China would be pleased to see Pakistan playing a greater role in helping resolve the conflict,1623_0
dawn,post,Russia,China,neutral,discussed,discussed with his Chinese counterpart plans for a meeting “within the year” between Vladimir Putin and Xi Jinping,1637_0
dawn,post,Russia,China,neutral,met,met his Chinese counterpart Wang Yi,1637_0
dawn,post,Russia,China,neutral,shaking hands,shaking hands with in a picture posted on social media by Russia’s foreign ministry,1637_0
dawn,post,Russia,US,negative,criticised,criticised efforts he said were aimed at “containing” Russia and China,1637_0
dawn,post,Russia,China,positive,coordinate and support,The two sides coordinate and support one another on the international stage,1637_0
dawn,post,China,Russia,positive,coordinate and support,The two sides coordinate and support one another on the international stage,1637_0
dawn,post,UK,Israel,positive,urged,urged Israel and Lebanon to “seize this opportunity”,1633_0
dawn,post,UK,Lebanon,positive,urged,urged Israel and Lebanon to “seize this opportunity”,1633_0
dawn,post,US,Israel,positive,hosted,US Secretary of State Marco Rubio hosted the first direct talks in decades between Israeli and Lebanese envoys in Washington,1633_0
dawn,post,US,Lebanon,positive,hosted,US Secretary of State Marco Rubio hosted the first direct talks in decades between Israeli and Lebanese envoys in Washington,1633_0
dawn,post,Israel,Lebanon,negative,demanding,Israel ruling out discussion of a ceasefire and demanding that Beirut disarm Hezbollah,1633_0
dawn,post,Iran,Israel,negative,must be included,Israel’s campaign against Hezbollah in Lebanon must be included in any agreement to end the wider war,1633_0
dawn,post,Israel,Lebanon,negative,would not discuss,Israeli government spokesperson Shosh Bedrosian said Israel would not discuss a ceasefire,1633_0
dawn,post,Israel,Lebanon,negative,focus on the disarmament,talks would focus on the disarmament of Hezbollah,1633_0
dawn,post,Israel,Lebanon,positive,want to reach peace and normalisation,We want to reach peace and normalisation with the state of Lebanon,1633_0
dawn,post,Pakistan,Iran,positive,reached out,We have reached out to Iran and we got a positive response that they will be open to a second round of talks,1629_0
dawn,post,Pakistan,US,positive,working to bring,Islamabad was working to bring Iran and the US back together for a second round of talks,1629_0
dawn,post,Pakistan,Iran,positive,working to bring,Islamabad was working to bring Iran and the US back together for a second round of talks,1629_0
dawn,post,Pakistan,Iran,positive,working to get the ceasefire extended,We are also working to get the ceasefire extended beyond the current deadline to allow for additional time,1629_0
dawn,post,Pakistan,US,positive,working to get the ceasefire extended,We are also working to get the ceasefire extended beyond the current deadline to allow for additional time,1629_0
dawn,post,Iran,France,neutral,said,"President Masoud Pezeshkian, in a phone call to his French counterpart Emmanuel Macron, said Tehran “will continue to talk only within the framework of international law”",1629_0
dawn,post,Iran,US,negative,blamed,Iranian Foreign Minister Abbas Araghchi blamed the US for the impasse in the peace talks during a call with his Saudi counterpart Prince Faisal bin Farhan,1629_0
dawn,post,Iran,Saudi_Arabia,neutral,call,Iranian Foreign Minister Abbas Araghchi blamed the US for the impasse in the peace talks during a call with his Saudi counterpart Prince Faisal bin Farhan,1629_0
dawn,post,US,Iran,negative,handed,"Vance had left talks hosted by Pakistan on Sunday, saying he had handed Tehran the “final and best offer”",1629_0
dawn,post,US,Iran,negative,made very clear,We actually made very clear what our red lines were,1629_0
dawn,post,US,Iran,negative,insisted,US President Donald Trump insisted Iranian representatives had called Washington since a US delegation returned empty-handed from negotiations in Islamabad,1629_0
dawn,post,Iran,US,neutral,called,US President Donald Trump insisted Iranian representatives had called Washington since a US delegation returned empty-handed from negotiations in Islamabad,1629_0
dawn,post,Iran,US,negative,will not allow,"Iran’s armed forces “will not allow any exports or imports to continue in the Persian Gulf, the Sea of Oman and the Red Sea,” said Iranian military official Ali Abdollahi",1644_0
dawn,post,China,Iran,positive,supports,China’s top diplomat told his Iranian counterpart that Beijing “supports maintaining the momentum of the ceasefire and peace talks”,1644_0
dawn,post,China,Iran,positive,willing to continue to play a constructive role,He said China was willing to continue to play a “ constructive role ” towards peace in the Middle East,1644_0
dawn,post,China,Russia,positive,met with,China’s President Xi Jinping met with Russian Foreign Minister Sergei Lavrov,1640_0
dawn,post,Russia,China,positive,told,The Russian diplomat told a news conference after meeting Xi that Moscow could “compensate” for China’s energy shortages,1640_0
dawn,post,China,UAE,positive,told,Xi told Abu Dhabi’s crown prince on Tuesday that China would play a “ constructive role ” in promoting peace talks in the Middle East,1640_0
dawn,post,China,Russia,positive,urged,"Xi urged China and Russia to “give full play to the advantages of geographic proximity and complementarity, deepen all-round cooperation and raise the resilience of each other’s development”",1640_0
dawn,post,China,Russia,positive,said,"“Both sides should maintain strategic focus, trust each other, support each other, develop together,” Xi said",1640_0
dawn,post,Russia,China,positive,told,Lavrov told Xi that China-Russia relations “play a stabilising role in world affairs”,1640_0
dawn,post,Russia,China,positive,said,"Lavrov, who is on a two-day visit to China to boost bilateral ties, said Russia could help China with energy resources following the blockade of the Strait of Hormuz",1640_0
dawn,post,Russia,China,positive,said,"“Russia can, without doubt, compensate for the shortfall in resources that has arisen both for the PRC and for other countries that are interested in working with us”, Lavrov said during a news conference in Beijing",1640_0
dawn,post,Russia,China,positive,conducted,"Lavrov and Chinese Foreign Minister Wang Yi “conducted in-depth exchanges on the US-Iran conflict, the Asia-Pacific situation, the Ukraine crisis” and other issues",1640_0
dawn,post,US,Iran,negative,successfully stopped,successfully stopped six ships from sailing out of Iranian ports,1634_0
dawn,post,US,Iran,negative,complied with direction,six merchant vessels complied with direction from US forces to turn around to re-enter an Iranian port,1634_0
dawn,post,US,Pakistan,positive,praised,praised Prime Minister Shehbaz Sharif and Field Marshal Munir for their role in facilitating talks,1634_0
dawn,post,US,Pakistan,positive,commended,commended their statesmanship in helping mediate discussions,1634_0
dawn,post,Pakistan,Saudi_Arabia,positive,appreciating,appreciating the convergence of the four countries on global matters,1634_0
dawn,post,Pakistan,Turkey,positive,appreciating,appreciating the convergence of the four countries on global matters,1634_0
dawn,post,Pakistan,Egypt,positive,appreciating,appreciating the convergence of the four countries on global matters,1634_0
dawn,post,Pakistan,Saudi_Arabia,positive,lauded,lauded the “convergence of views on important regional and global matters among the four brotherly countries”,1634_0
dawn,post,Pakistan,Turkey,positive,lauded,lauded the “convergence of views on important regional and global matters among the four brotherly countries”,1634_0
dawn,post,Pakistan,Egypt,positive,lauded,lauded the “convergence of views on important regional and global matters among the four brotherly countries”,1634_0
dawn,post,Pakistan,Saudi_Arabia,positive,stressed,stressed the need for “devising a cooperative framework among the four countries,1634_0
dawn,post,Pakistan,Turkey,positive,stressed,stressed the need for “devising a cooperative framework among the four countries,1634_0
dawn,post,Pakistan,Egypt,positive,stressed,stressed the need for “devising a cooperative framework among the four countries,1634_0
dawn,post,France,US,positive,urged,urged US President Trump and his Iranian counterpart Masoud Pezeshkian to resume stalled talks,1634_0
dawn,post,France,Iran,positive,urged,urged US President Trump and his Iranian counterpart Masoud Pezeshkian to resume stalled talks,1634_0
dawn,post,France,US,positive,urged,urged the resumption of the negotiations suspended in Islamabad,1634_0
dawn,post,France,Iran,positive,urged,urged the resumption of the negotiations suspended in Islamabad,1634_0
dawn,post,France,US,positive,urged,urged the resumption of the negotiations suspended in Islamabad,1634_0
dawn,post,France,Iran,positive,urged,urged the resumption of the negotiations suspended in Islamabad,1634_0
dawn,post,France,Lebanon,positive,includes,that it includes Lebanon,1634_0
dawn,post,China,US,negative,criticised,"China also criticised the US move, calling the blockade “dangerous and irresponsible”",1634_0
dawn,post,China,US,negative,warning,warning it would only aggravate tensions,1634_0
dawn,post,Iran,Israel,negative,praising,praising certain countries for their stances against Israel,1634_0
dawn,post,Iran,Israel,negative,against,against the warmongering and crimes of the Zionist regime (Israel),1634_0
